asset_number,asset_name,category_name,location_name,serial_number,quantity,acquisition_cost,accumulated_depreciation,net_book_value,useful_life_months,remaining_life_months,residual_value,acquisition_date,depreciation_start_date,assumption_note
OPEN-FA-2024-0195,Air Conditioner,Other Fixed Asset,Gwarimpa BTS,2KK0180005NP013C3J30411,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0196,Air Conditioner,Other Fixed Asset,Gudu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0197,Dispenser,Other Fixed Asset,Head Office.,BY1189W20120644,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0198,Dispenser,Other Fixed Asset,Head Office.,NEXUS NX-101BK,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0199,Dispenser,Other Fixed Asset,Head Office.,MIDEA YL1235S,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0200,Dispenser,Other Fixed Asset,Head Office.,BY1189W20120663,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0201,Microwave,Other Fixed Asset,Head Office.,340C40236031325120017,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0202,Microwave,Other Fixed Asset,Head Office.,MIDEA MM720CA7,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0203,Refrigerator,Other Fixed Asset,Head Office.,807A2F969,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0204,Refrigerator,Other Fixed Asset,Head Office.,3B0156Z0004JBA7EKS21218,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0205,Refrigerator,Other Fixed Asset,Head Office.,9138094270102SJ010178,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0206,Refrigerator,Other Fixed Asset,Head Office.,9138094270302SJ010023,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0207,Dispenser,Other Fixed Asset,Jabi BTS,NX2105131WD01451,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0208,Dispenser,Other Fixed Asset,Gwarimpa BTS,F7H004816,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0209,Dispenser,Other Fixed Asset,Gudu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0210,Printer,ICT Equipment,Head Office.,TH9429D08K,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0211,Printer,ICT Equipment,Head Office.,TH9429D02K,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0212,Printer,ICT Equipment,Head Office.,CN942870NW,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0213,Printer,ICT Equipment,Head Office.,VNBNM6D5P9,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0214,Printer,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0215,Scanner,Other Fixed Asset,Head Office.,CN0730900C,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0216,Scanner,Other Fixed Asset,Head Office.,CN06CD9057,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0217,Photocopier,Other Fixed Asset,Head Office.,15023353,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0218,Binding Machine,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0219,Television,Other Fixed Asset,Head Office.,902KCZP27997,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0220,Television,Other Fixed Asset,Head Office.,804FNQF0L484,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0221,Bill Counter,Other Fixed Asset,Head Office.,106170kol57544,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0222,Paper Shredder,Other Fixed Asset,Head Office.,2201152254,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0223,Paper Shredder,Other Fixed Asset,Head Office.,2201152102,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0224,Iron Safe,Other Fixed Asset,Head Office.,ESD102T,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0225,iron Safe,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0226,Fire Extinguishers,Other Fixed Asset,Head Office.,MXTE3226200,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0227,Fire Extinguishers,Other Fixed Asset,Head Office.,CE0062,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0228,Fire Extinguishers,Other Fixed Asset,Head Office.,CE01230,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0229,Fire Extinguishers,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0230,Fire Extinguishers,Other Fixed Asset,Head Office.,1548,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0231,Fire Extinguishers,Other Fixed Asset,Head Office.,CE00539,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0232,Fire Extinguishers,Other Fixed Asset,Head Office.,CE00791,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0233,Fire Extinguishers,Other Fixed Asset,Head Office.,CE0035,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0234,Fire Extinguishers,Other Fixed Asset,Head Office.,CE1844,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0235,Fire Extinguishers,Other Fixed Asset,Head Office.,CE00315,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0236,Fire Extinguishers,Other Fixed Asset,Head Office.,CE0036,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0237,Fire Extinguishers,Other Fixed Asset,Head Office.,CE00492,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0238,Fire Extinguishers,Other Fixed Asset,Head Office.,CE00512,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0239,Fire Extinguishers,Other Fixed Asset,Head Office.,CE1370,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0240,Ladder,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0241,Battery Charger,Power Equipment,Head Office.,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0242,Pumping Machine,Other Fixed Asset,Head Office.,12030607,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0243,Generator,Power Equipment,Head Office.,FGWPEP71VGBSO2169,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0244,Telecom Mast.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0245,Telecom Mast.,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0246,Telecom Mast.,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0247,Telecom Mast.,Other Fixed Asset,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0248,Telecom Mast.,Other Fixed Asset,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0249,Telecom Mast.,Other Fixed Asset,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0250,Telecom Mast.,Other Fixed Asset,SPDC BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0251,Telecom Mast.,Other Fixed Asset,Karu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0252,2 in 1 Visitors Iron Chair,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0253,3 in 1 Visitors Iron Chair,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0254,Hopshistory Chair,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0255,3 in 1 Hopshistory Chair,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0256,Chair,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0257,Chair,Furniture & Fittings,Jabi BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0258,2 in 1 Visitors Iron Chair,Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0259,3 in 1 Visitors Iron Chair,Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0260,Chair,Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0261,Chair,Furniture & Fittings,Kubwa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0262,Chair,Furniture & Fittings,Gudu BTS,,6,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0263,4 in 1 Cluster Workstation.,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0264,Centre Glass Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0265,Reception Desk/Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0266,Conference Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0267,Executive Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0268,Tea Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0269,Table,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0270,2 in 1 Desk,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0271,6 in 1 Work Desk,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0272,7 in 1 Work Desk,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0273,Tables,Furniture & Fittings,Jabi BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0274,4 in 1 Cluster Work Station,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0275,Table,Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0276,Table,Furniture & Fittings,Kubwa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0277,Cabinet Cupboard  (Small),Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0278,Cabinet Cupboard  (Big),Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0279,Book Shelf,Other Fixed Asset,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0280,File Cabinet Cupboard,Furniture & Fittings,Head Office.,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0281,Cabinet Cupboard (Small),Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0282,Office Steel Cabinet,Furniture & Fittings,Gwarimpa BTS,,1,0.00,0.00,0.00,84,84,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0283,42U Server Rack.,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0284,Battery Rack,Power Equipment,Head Office.,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0285,Battery Rack,Power Equipment,Jabi BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0286,22U Rack,Other Fixed Asset,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0287,32U Rack,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0288,22U Rack,Other Fixed Asset,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0289,Battery Rack,Power Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0290,Battery Rack,Power Equipment,Idu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0291,32uU Rack,Other Fixed Asset,Idu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0292,Battery Rack,Power Equipment,Karasana BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0293,52u Rack,Other Fixed Asset,Karasana BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0294,Battery Rack,Power Equipment,Kubwa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0295,52U-Rack,Other Fixed Asset,Kubwa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0296,Battery Rack,Power Equipment,B.O.I BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
